Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
19,13,0,29.48,6,12,0.5,0,1,0.0,3,3,1.0,7,8,15,3,1,0,1,3,15,17.2,2025-02-01
11,0,1,32.63,8,16,0.5,1,4,0.25,3,3,1.0,4,5,9,5,1,1,3,4,20,16.9,2025-02-01
28,21,1,31.35,6,15,0.4,1,4,0.25,9,9,1.0,2,3,5,8,0,0,3,5,22,16.8,2025-02-01
4,7,0,33.92,10,23,0.435,1,5,0.2,3,4,0.75,2,10,12,2,0,1,1,1,24,16.6,2025-02-01
0,11,0,35.6,8,15,0.533,2,3,0.667,5,6,0.833,1,3,4,4,1,1,3,5,23,16.4,2025-02-01
25,20,0,30.27,8,16,0.5,3,9,0.333,1,1,1.0,1,3,4,4,1,0,1,0,20,16.4,2025-02-01
15,26,1,32.7,7,14,0.5,5,9,0.556,0,2,0.0,1,6,7,4,0,0,0,1,19,16.1,2025-02-01
24,23,1,24.28,5,12,0.417,1,5,0.2,2,2,1.0,0,3,3,9,2,0,0,1,13,15.4,2025-02-01
0,11,0,29.02,6,11,0.545,3,5,0.6,2,4,0.5,4,1,5,2,0,0,0,0,17,15.4,2025-02-01
25,20,0,31.33,5,13,0.385,1,4,0.25,5,7,0.714,3,4,7,5,1,0,0,2,16,15.1,2025-02-01
11,0,1,30.15,7,11,0.636,1,3,0.333,4,4,1.0,0,1,1,5,2,0,3,5,19,14.9,2025-02-01
25,20,0,29.4,9,18,0.5,1,5,0.2,0,0,0.0,1,3,4,7,0,3,3,2,19,14.8,2025-02-01
4,7,0,33.17,7,12,0.583,5,8,0.625,0,0,0.0,0,1,1,2,1,0,1,1,19,14.7,2025-02-01
26,15,0,32.02,4,9,0.444,2,4,0.5,2,2,1.0,0,4,4,7,3,0,1,2,12,14.6,2025-02-01
28,21,1,32.93,8,9,0.889,2,2,1.0,1,1,1.0,0,6,6,0,0,2,3,4,19,14.5,2025-02-01
11,0,1,15.37,8,11,0.727,1,3,0.333,1,2,0.5,2,7,9,0,0,1,2,2,18,14.5,2025-02-01
20,25,1,21.35,3,4,0.75,0,1,0.0,0,0,0.0,2,11,13,8,2,1,1,5,6,14.4,2025-02-01
0,11,0,29.22,6,7,0.857,0,0,0.0,0,2,0.0,1,10,11,3,1,0,0,3,12,14.3,2025-02-01
24,23,1,29.42,6,15,0.4,1,7,0.143,3,4,0.75,1,3,4,7,1,1,1,2,16,13.9,2025-02-01
13,19,1,31.85,5,6,0.833,5,6,0.833,0,0,0.0,0,2,2,1,2,0,2,1,15,13.7,2025-02-01
11,0,1,24.7,6,10,0.6,0,3,0.0,5,5,1.0,0,2,2,0,0,1,0,0,17,13.7,2025-02-01
15,26,1,24.55,5,10,0.5,3,7,0.429,1,2,0.5,0,7,7,4,3,0,2,3,14,13.3,2025-02-01
29,17,1,36.77,4,9,0.444,2,2,1.0,4,5,0.8,1,3,4,5,2,2,3,3,14,13.2,2025-02-01
10,2,0,24.98,4,5,0.8,0,0,0.0,3,6,0.5,2,5,7,0,1,3,0,2,11,13.1,2025-02-01
19,13,0,33.1,7,14,0.5,2,4,0.5,0,0,0.0,1,1,2,3,1,1,0,2,16,13.0,2025-02-01
28,21,1,21.28,4,12,0.333,4,8,0.5,4,4,1.0,0,1,1,2,2,0,0,0,16,12.9,2025-02-01
2,10,1,28.63,8,14,0.571,0,0,0.0,1,2,0.5,1,4,5,2,1,1,1,3,17,12.8,2025-02-01
7,4,1,33.15,8,16,0.5,1,6,0.167,3,3,1.0,0,1,1,5,0,0,3,0,20,12.8,2025-02-01
2,10,1,25.72,6,14,0.429,3,8,0.375,3,4,0.75,0,1,1,3,0,2,1,1,18,12.6,2025-02-01
10,2,0,26.33,7,14,0.5,2,5,0.4,0,0,0.0,3,6,9,2,0,0,0,5,16,12.3,2025-02-01
25,20,0,28.32,5,10,0.5,4,5,0.8,0,0,0.0,1,4,5,1,0,1,0,0,14,12.3,2025-02-01
2,10,1,32.77,5,9,0.556,1,3,0.333,2,3,0.667,1,6,7,2,1,0,1,0,13,12.2,2025-02-01
7,4,1,40.75,6,14,0.429,0,6,0.0,3,4,0.75,4,6,10,2,1,1,2,2,15,12.1,2025-02-01
2,10,1,33.73,3,9,0.333,2,6,0.333,5,7,0.714,1,8,9,5,0,1,2,1,13,12.0,2025-02-01
29,17,1,34.77,6,13,0.462,4,9,0.444,3,4,0.75,0,4,4,3,0,2,3,4,19,12.0,2025-02-01
19,13,0,16.85,5,7,0.714,3,4,0.75,0,0,0.0,1,0,1,1,0,2,1,0,13,11.9,2025-02-01
26,15,0,27.0,4,8,0.5,0,0,0.0,1,2,0.5,7,8,15,1,0,1,1,1,9,11.9,2025-02-01
23,24,0,32.95,9,18,0.5,1,4,0.25,3,3,1.0,0,1,1,3,0,0,3,2,22,11.6,2025-02-01
26,15,0,25.95,5,14,0.357,2,5,0.4,7,10,0.7,3,2,5,1,0,0,1,2,19,11.6,2025-02-01
13,19,1,32.75,6,10,0.6,1,4,0.25,2,3,0.667,0,3,3,2,0,1,0,4,15,11.4,2025-02-01
4,7,0,20.97,4,5,0.8,2,2,1.0,0,0,0.0,0,3,3,2,2,0,1,0,10,11.4,2025-02-01
17,29,0,34.07,5,12,0.417,2,7,0.286,4,4,1.0,0,3,3,5,0,0,2,2,16,11.2,2025-02-01
28,21,1,33.15,3,3,1.0,0,0,0.0,2,4,0.5,2,13,15,2,1,1,2,4,8,11.1,2025-02-01
2,10,1,16.75,6,8,0.75,1,1,1.0,0,0,0.0,2,2,4,2,0,1,1,5,13,10.9,2025-02-01
26,15,0,27.67,4,7,0.571,2,4,0.5,2,3,0.667,1,1,2,1,0,1,0,0,12,10.7,2025-02-01
11,0,1,34.18,6,12,0.5,2,5,0.4,1,1,1.0,0,6,6,3,1,0,2,3,15,10.7,2025-02-01
4,7,0,20.83,6,9,0.667,0,2,0.0,0,3,0.0,3,4,7,3,1,1,3,1,12,10.6,2025-02-01
15,26,1,34.12,3,6,0.5,0,1,0.0,0,0,0.0,4,8,12,2,0,2,0,2,6,10.2,2025-02-01
19,13,0,22.93,4,9,0.444,3,7,0.429,1,1,1.0,1,2,3,1,1,0,0,1,12,9.9,2025-02-01
29,17,1,17.85,2,3,0.667,0,0,0.0,2,2,1.0,2,1,3,3,1,1,0,1,6,9.8,2025-02-01
10,2,0,27.33,5,9,0.556,2,2,1.0,0,0,0.0,3,6,9,1,0,1,3,1,12,9.6,2025-02-01
17,29,0,40.9,4,14,0.286,2,9,0.222,4,4,1.0,1,2,3,5,1,0,1,3,14,9.4,2025-02-01
29,17,1,30.02,6,11,0.545,0,0,0.0,1,1,1.0,2,8,10,2,1,0,3,4,13,9.3,2025-02-01
29,17,1,22.85,3,8,0.375,2,6,0.333,3,3,1.0,0,6,6,2,2,0,2,2,11,9.0,2025-02-01
28,21,1,24.07,4,11,0.364,0,3,0.0,4,4,1.0,0,4,4,4,0,0,1,0,12,8.9,2025-02-01
28,21,1,28.2,5,9,0.556,1,4,0.25,1,2,0.5,0,4,4,6,1,0,3,5,12,8.7,2025-02-01
11,0,1,23.3,4,8,0.5,2,5,0.4,3,3,1.0,0,2,2,1,0,0,0,4,13,8.7,2025-02-01
4,7,0,27.37,2,9,0.222,0,4,0.0,4,4,1.0,2,4,6,8,0,0,2,0,8,8.7,2025-02-01
0,11,0,19.02,3,5,0.6,3,5,0.6,5,6,0.833,0,3,3,0,0,0,2,4,14,8.6,2025-02-01
7,4,1,22.17,3,4,0.75,0,1,0.0,0,0,0.0,0,3,3,0,1,5,0,3,6,8.6,2025-02-01
25,20,0,31.23,5,15,0.333,0,3,0.0,7,8,0.875,0,1,1,2,0,0,1,1,17,8.4,2025-02-01
24,23,1,21.87,3,7,0.429,1,4,0.25,3,3,1.0,0,5,5,3,0,0,0,4,10,8.3,2025-02-01
21,28,0,15.9,1,2,0.5,0,0,0.0,1,2,0.5,2,6,8,3,0,2,0,0,3,8.3,2025-02-01
26,15,0,23.4,4,10,0.4,2,4,0.5,0,0,0.0,0,6,6,6,2,0,2,6,10,8.2,2025-02-01
11,0,1,19.93,2,3,0.667,1,2,0.5,1,2,0.5,1,4,5,4,0,0,0,2,6,8.2,2025-02-01
0,11,0,13.18,5,9,0.556,0,2,0.0,0,1,0.0,1,2,3,0,0,2,0,0,10,8.0,2025-02-01
23,24,0,24.43,4,8,0.5,1,2,0.5,4,4,1.0,0,0,0,3,0,0,2,3,13,7.9,2025-02-01
25,20,0,16.67,3,3,1.0,0,0,0.0,1,3,0.333,1,2,3,1,1,0,0,1,7,7.9,2025-02-01
15,26,1,22.95,4,7,0.571,0,2,0.0,2,4,0.5,3,3,6,1,1,0,2,2,10,7.8,2025-02-01
28,21,1,32.77,4,12,0.333,4,10,0.4,0,0,0.0,1,10,11,0,1,3,3,3,12,7.8,2025-02-01
2,10,1,26.85,3,6,0.5,1,1,1.0,0,0,0.0,1,1,2,4,0,0,0,1,7,7.4,2025-02-01
24,23,1,25.22,5,12,0.417,3,5,0.6,3,4,0.75,0,1,1,0,1,0,2,3,16,7.3,2025-02-01
10,2,0,40.83,4,16,0.25,0,2,0.0,0,1,0.0,3,7,10,7,1,1,0,4,8,7.2,2025-02-01
26,15,0,9.85,4,6,0.667,1,3,0.333,1,1,1.0,1,1,2,0,0,0,1,1,10,7.0,2025-02-01
23,24,0,4.85,3,5,0.6,0,2,0.0,1,1,1.0,0,0,0,0,2,0,0,0,7,6.7,2025-02-01
26,15,0,17.42,2,5,0.4,2,5,0.4,0,0,0.0,0,2,2,2,1,1,0,1,6,6.6,2025-02-01
17,29,0,19.93,4,9,0.444,1,4,0.25,0,0,0.0,3,1,4,0,1,0,0,3,9,6.5,2025-02-01
13,19,1,20.47,3,6,0.5,3,6,0.5,0,0,0.0,0,1,1,1,0,1,0,3,9,6.5,2025-02-01
21,28,0,24.88,3,6,0.5,1,3,0.333,2,2,1.0,1,3,4,0,1,0,1,3,9,6.4,2025-02-01
17,29,0,19.5,4,6,0.667,2,3,0.667,0,0,0.0,0,1,1,3,1,0,4,1,10,6.4,2025-02-01
15,26,1,36.3,4,15,0.267,0,7,0.0,3,5,0.6,0,4,4,8,1,0,3,0,11,6.1,2025-02-01
4,7,0,31.63,3,6,0.5,0,1,0.0,0,0,0.0,0,1,1,5,0,0,0,2,6,6.0,2025-02-01
28,21,1,14.28,4,8,0.5,1,3,0.333,0,0,0.0,2,1,3,0,0,0,0,2,9,5.9,2025-02-01
10,2,0,15.6,2,6,0.333,2,5,0.4,0,0,0.0,0,2,2,1,2,1,0,2,6,5.8,2025-02-01
11,0,1,13.82,2,4,0.5,1,2,0.5,0,0,0.0,0,2,2,2,0,1,0,0,5,5.7,2025-02-01
13,19,1,21.6,2,2,1.0,0,0,0.0,0,0,0.0,0,2,2,1,3,1,2,2,4,5.6,2025-02-01
17,29,0,17.77,3,8,0.375,0,3,0.0,1,2,0.5,0,3,3,7,1,0,2,4,7,5.4,2025-02-01
20,25,1,5.62,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,0,0,6,5.4,2025-02-01
0,11,0,29.48,1,5,0.2,0,3,0.0,2,4,0.5,4,4,8,2,1,1,1,2,4,5.4,2025-02-01
23,24,0,24.4,3,9,0.333,3,7,0.429,0,0,0.0,0,0,0,2,1,0,1,0,9,5.3,2025-02-01
19,13,0,40.37,7,18,0.389,0,2,0.0,3,7,0.429,0,2,2,7,1,0,6,3,17,4.9,2025-02-01
25,20,0,7.05,2,3,0.667,0,1,0.0,1,2,0.5,0,3,3,2,0,0,1,0,5,4.6,2025-02-01
26,15,0,35.45,8,22,0.364,1,10,0.1,1,1,1.0,0,3,3,1,0,0,2,2,18,4.6,2025-02-01
4,7,0,13.73,1,3,0.333,1,2,0.5,2,2,1.0,0,0,0,1,1,1,0,3,5,4.5,2025-02-01
26,15,0,13.8,1,3,0.333,0,1,0.0,1,2,0.5,0,2,2,4,1,0,1,0,3,4.3,2025-02-01
0,11,0,13.62,2,4,0.5,0,1,0.0,0,0,0.0,0,2,2,2,1,0,0,2,4,4.2,2025-02-01
25,20,0,7.85,1,2,0.5,1,2,0.5,0,0,0.0,0,2,2,2,0,0,0,0,3,4.0,2025-02-01
25,20,0,10.02,1,5,0.2,1,4,0.25,2,2,1.0,0,2,2,1,1,0,0,1,5,3.8,2025-02-01
29,17,1,28.27,3,8,0.375,2,6,0.333,0,0,0.0,1,3,4,1,0,1,3,0,8,3.6,2025-02-01
2,10,1,23.55,1,4,0.25,0,0,0.0,0,0,0.0,2,3,5,4,0,1,1,2,2,3.6,2025-02-01
23,24,0,22.92,1,3,0.333,1,3,0.333,0,0,0.0,1,3,4,2,2,0,2,2,3,3.5,2025-02-01
23,24,0,14.27,2,5,0.4,1,4,0.25,0,0,0.0,0,3,3,1,0,0,0,1,5,3.5,2025-02-01
19,13,0,35.13,3,12,0.25,1,2,0.5,4,4,1.0,2,4,6,3,0,0,3,5,11,3.5,2025-02-01
11,0,1,10.93,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,6,0,0,0,4,2,3.2,2025-02-01
24,23,1,13.1,1,3,0.333,0,1,0.0,0,2,0.0,1,3,4,0,2,0,0,0,2,3.1,2025-02-01
21,28,0,14.33,1,3,0.333,1,2,0.5,0,0,0.0,1,2,3,0,0,1,0,1,3,2.9,2025-02-01
21,28,0,23.98,3,10,0.3,0,3,0.0,0,0,0.0,2,3,5,1,0,0,0,1,6,2.8,2025-02-01
15,26,1,27.05,2,6,0.333,2,4,0.5,2,2,1.0,0,1,1,1,0,0,2,2,8,2.8,2025-02-01
29,17,1,21.23,1,6,0.167,0,0,0.0,1,2,0.5,1,4,5,4,0,0,0,2,3,2.7,2025-02-01
23,24,0,20.15,1,2,0.5,0,1,0.0,0,0,0.0,2,3,5,1,0,0,1,1,2,2.6,2025-02-01
24,23,1,3.25,1,2,0.5,0,0,0.0,2,2,1.0,0,0,0,0,1,0,1,1,4,2.6,2025-02-01
21,28,0,31.62,1,7,0.143,1,4,0.25,1,1,1.0,1,3,4,3,0,0,0,2,4,2.4,2025-02-01
20,25,1,23.72,2,8,0.25,2,6,0.333,0,2,0.0,0,1,1,3,0,0,0,1,6,2.4,2025-02-01
10,2,0,8.0,1,4,0.25,0,0,0.0,0,0,0.0,2,0,2,2,0,0,0,0,2,2.4,2025-02-01
28,21,1,9.58,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,2,3,2.2,2025-02-01
0,11,0,18.78,2,5,0.4,0,0,0.0,0,0,0.0,0,5,5,1,0,0,1,1,4,2.1,2025-02-01
26,15,0,19.25,1,5,0.2,0,0,0.0,0,0,0.0,0,5,5,3,1,0,1,1,2,2.1,2025-02-01
23,24,0,4.85,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,1,0,0,0,0,3,2.0,2025-02-01
2,10,1,15.23,3,8,0.375,0,2,0.0,0,2,0.0,2,3,5,1,2,0,3,2,6,2.0,2025-02-01
24,23,1,11.1,1,2,0.5,0,0,0.0,0,0,0.0,2,2,4,0,0,1,1,2,2,1.9,2025-02-01
26,15,0,8.2,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,2,2,1.9,2025-02-01
7,4,1,14.85,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,0,1,0,0,0,3,1.9,2025-02-01
23,24,0,16.72,1,4,0.25,0,0,0.0,0,0,0.0,4,3,7,1,0,0,1,3,2,1.8,2025-02-01
15,26,1,23.37,3,9,0.333,1,6,0.167,0,0,0.0,1,2,3,1,0,0,1,3,7,1.7,2025-02-01
19,13,0,1.92,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7,2025-02-01
0,11,0,15.15,1,3,0.333,1,3,0.333,2,2,1.0,0,0,0,0,0,0,0,4,5,1.7,2025-02-01
24,23,1,3.25,1,2,0.5,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,1.7,2025-02-01
17,29,0,19.52,3,10,0.3,2,6,0.333,0,0,0.0,0,3,3,0,0,0,1,1,8,1.7,2025-02-01
10,2,0,16.57,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,2,0,0,0,1,3,1.6,2025-02-01
29,17,1,14.4,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,4,1,0,0,4,0,1.5,2025-02-01
7,4,1,30.15,3,10,0.3,0,4,0.0,0,0,0.0,2,1,3,2,0,1,1,4,6,1.4,2025-02-01
23,24,0,4.85,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,1,0,1,0,1.3,2025-02-01
10,2,0,6.72,0,1,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,1.3,2025-02-01
20,25,1,8.77,1,4,0.25,0,0,0.0,0,0,0.0,0,0,0,0,2,0,0,1,2,1.2,2025-02-01
21,28,0,33.67,4,19,0.211,0,6,0.0,1,3,0.333,1,5,6,6,2,1,3,4,9,1.0,2025-02-01
19,13,0,5.8,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,3,0,0,0,0,0,1.0,2025-02-01
13,19,1,13.65,0,3,0.0,0,1,0.0,0,0,0.0,3,5,8,1,0,0,0,3,0,1.0,2025-02-01
23,24,0,4.85,1,3,0.333,0,2,0.0,0,0,0.0,1,0,1,1,0,0,1,0,2,0.7,2025-02-01
13,19,1,1.83,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,0.7,2025-02-01
13,19,1,1.83,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.6,2025-02-01
23,24,0,4.85,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2,0.3,2025-02-01
25,20,0,7.05,0,2,0.0,0,1,0.0,1,2,0.5,0,0,0,0,1,0,0,0,1,0.2,2025-02-01
24,23,1,3.25,0,1,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.2,2025-02-01
7,4,1,23.97,2,8,0.25,1,6,0.167,0,0,0.0,0,1,1,1,0,1,1,2,5,0.1,2025-02-01
29,17,1,0.12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-02-01
25,20,0,22.27,1,8,0.125,0,6,0.0,1,1,1.0,1,2,3,0,2,1,1,2,3,0.0,2025-02-01
29,17,1,0.12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-02-01
10,2,0,8.4,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,0.0,2025-02-01
13,19,1,1.83,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-02-01
19,13,0,1.92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-02-01
19,13,0,1.92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-0.3,2025-02-01
28,21,1,12.38,0,4,0.0,0,0,0.0,0,0,0.0,1,0,1,4,0,1,1,2,0,-0.4,2025-02-01
19,13,0,1.92,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2025-02-01
20,25,1,5.62,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-02-01
25,20,0,5.88,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-02-01
19,13,0,1.92,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-02-01
21,28,0,15.95,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,2,0,1,1,0,-0.8,2025-02-01
21,28,0,19.15,2,10,0.2,1,5,0.2,0,0,0.0,0,0,0,1,2,1,1,5,5,-0.8,2025-02-01
19,13,0,8.55,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,-0.8,2025-02-01
10,2,0,12.72,1,6,0.167,1,6,0.167,0,0,0.0,0,0,0,1,0,0,0,2,3,-0.9,2025-02-01
25,20,0,12.67,0,4,0.0,0,3,0.0,0,0,0.0,1,2,3,0,1,0,0,1,0,-0.9,2025-02-01
24,23,1,3.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2025-02-01
15,26,1,1.27,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1.1,2025-02-01
23,24,0,25.32,0,4,0.0,0,0,0.0,1,4,0.25,2,8,10,0,0,1,1,4,1,-1.1,2025-02-01
13,19,1,9.53,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,2,2,-1.5,2025-02-01
10,2,0,14.47,1,4,0.25,1,3,0.333,1,2,0.5,0,2,2,0,2,0,5,2,4,-2.0,2025-02-01
4,7,0,11.45,0,6,0.0,0,1,0.0,0,0,0.0,0,3,3,3,0,0,0,3,0,-2.4,2025-02-01
20,25,1,24.52,0,4,0.0,0,4,0.0,0,0,0.0,0,3,3,3,0,1,3,2,0,-2.9,2025-02-01
17,29,0,10.7,0,6,0.0,0,3,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,-3.3,2025-02-01
4,7,0,15.05,0,5,0.0,0,1,0.0,0,0,0.0,0,3,3,2,0,0,3,0,0,-4.2,2025-02-01
1,22,1,44.27,13,20,0.65,5,8,0.625,4,5,0.8,0,7,7,11,1,1,3,3,35,33.1,2025-02-02
16,14,0,37.18,14,21,0.667,2,3,0.667,0,6,0.0,4,7,11,7,2,1,4,3,30,25.8,2025-02-02
3,8,0,36.48,8,10,0.8,4,6,0.667,0,0,0.0,0,11,11,10,1,2,3,2,20,25.1,2025-02-02
8,3,1,29.92,9,11,0.818,0,0,0.0,3,4,0.75,4,9,13,4,1,0,1,1,21,24.4,2025-02-02
22,1,0,40.42,9,21,0.429,5,8,0.625,11,11,1.0,0,3,3,6,0,0,2,4,34,24.4,2025-02-02
5,6,1,23.67,8,12,0.667,2,3,0.667,4,5,0.8,0,11,11,3,0,4,0,2,22,23.8,2025-02-02
14,16,1,25.73,9,17,0.529,3,9,0.333,2,2,1.0,3,5,8,3,1,1,0,0,23,22.1,2025-02-02
5,6,1,23.4,6,8,0.75,3,4,0.75,2,2,1.0,0,3,3,10,2,0,2,2,17,20.9,2025-02-02
12,27,0,36.68,7,20,0.35,2,9,0.222,9,9,1.0,2,3,5,7,2,1,2,3,25,20.5,2025-02-02
5,6,1,22.8,9,14,0.643,9,13,0.692,0,0,0.0,0,1,1,0,0,0,1,0,27,20.1,2025-02-02
8,3,1,33.87,10,23,0.435,2,6,0.333,0,1,0.0,1,2,3,15,1,1,3,0,22,20.0,2025-02-02
14,16,1,33.18,12,26,0.462,7,13,0.538,6,10,0.6,0,5,5,2,0,1,4,4,37,20.0,2025-02-02
14,16,1,28.5,9,15,0.6,1,3,0.333,3,3,1.0,4,5,9,3,0,0,1,2,22,19.7,2025-02-02
12,27,0,40.05,7,11,0.636,0,0,0.0,4,4,1.0,0,8,8,1,1,3,0,0,18,19.3,2025-02-02
1,22,1,41.72,9,17,0.529,2,7,0.286,1,2,0.5,3,7,10,6,1,0,2,4,21,18.1,2025-02-02
3,8,0,35.85,7,17,0.412,3,8,0.375,3,4,0.75,2,8,10,4,3,0,2,1,20,17.7,2025-02-02
27,12,1,20.32,5,5,1.0,2,2,1.0,0,0,0.0,0,5,5,3,1,3,0,0,12,17.2,2025-02-02
14,16,1,18.57,6,10,0.6,0,1,0.0,2,2,1.0,6,5,11,3,0,1,1,0,14,16.9,2025-02-02
16,14,0,26.08,7,10,0.7,4,5,0.8,2,2,1.0,0,2,2,4,1,1,3,3,20,16.7,2025-02-02
1,22,1,33.78,6,11,0.545,5,9,0.556,0,0,0.0,0,1,1,9,0,1,2,1,17,16.6,2025-02-02
8,3,1,27.92,7,13,0.538,5,11,0.455,0,1,0.0,0,2,2,5,3,0,2,3,19,16.2,2025-02-02
12,27,0,24.75,8,13,0.615,0,1,0.0,1,2,0.5,2,5,7,5,1,0,2,0,17,16.1,2025-02-02
27,12,1,32.6,7,9,0.778,2,2,1.0,2,2,1.0,0,3,3,1,1,0,0,3,18,15.9,2025-02-02
1,22,1,31.18,5,14,0.357,3,7,0.429,5,6,0.833,1,6,7,3,0,5,0,5,18,15.9,2025-02-02
27,12,1,33.03,9,21,0.429,2,6,0.333,0,0,0.0,2,4,6,7,3,0,3,2,20,15.6,2025-02-02
8,3,1,34.0,8,15,0.533,0,3,0.0,0,1,0.0,0,6,6,2,3,2,0,1,16,15.5,2025-02-02
22,1,0,35.52,8,13,0.615,2,4,0.5,3,3,1.0,0,6,6,0,0,0,1,2,21,15.1,2025-02-02
5,6,1,19.88,6,8,0.75,0,1,0.0,2,2,1.0,0,9,9,0,0,2,0,0,14,14.9,2025-02-02
14,16,1,22.97,4,8,0.5,0,2,0.0,1,5,0.2,0,5,5,10,4,1,1,2,9,14.8,2025-02-02
16,14,0,30.55,4,8,0.5,3,7,0.429,2,2,1.0,1,6,7,5,1,0,1,2,13,14.2,2025-02-02
22,1,0,44.2,4,6,0.667,2,4,0.5,2,2,1.0,4,3,7,1,1,1,1,1,12,14.1,2025-02-02
6,5,0,34.08,5,6,0.833,0,0,0.0,2,2,1.0,3,8,11,1,0,1,1,2,12,13.9,2025-02-02
16,14,0,28.12,5,8,0.625,3,6,0.5,1,1,1.0,1,2,3,1,2,0,0,2,14,13.6,2025-02-02
27,12,1,33.77,6,12,0.5,2,2,1.0,1,2,0.5,1,6,7,5,0,1,1,3,15,13.1,2025-02-02
27,12,1,17.3,3,5,0.6,1,2,0.5,4,4,1.0,0,0,0,6,0,0,0,0,11,12.9,2025-02-02
8,3,1,21.93,6,9,0.667,0,0,0.0,0,0,0.0,2,5,7,3,1,0,0,4,12,12.5,2025-02-02
12,27,0,27.97,4,5,0.8,3,4,0.75,0,0,0.0,2,2,4,2,0,1,0,2,11,12.4,2025-02-02
22,1,0,43.72,6,17,0.353,2,3,0.667,4,8,0.5,1,12,13,2,1,0,1,2,18,11.8,2025-02-02
3,8,0,27.87,3,8,0.375,3,8,0.375,4,4,1.0,2,2,4,2,1,0,1,1,13,11.6,2025-02-02
3,8,0,31.63,6,9,0.667,2,5,0.4,0,0,0.0,1,2,3,5,0,1,3,3,14,11.4,2025-02-02
5,6,1,19.45,3,5,0.6,2,4,0.5,1,2,0.5,0,3,3,4,1,1,0,1,9,11.3,2025-02-02
5,6,1,26.63,5,12,0.417,2,4,0.5,0,0,0.0,1,2,3,5,3,0,2,2,12,10.6,2025-02-02
14,16,1,29.62,3,8,0.375,2,3,0.667,0,0,0.0,1,2,3,8,1,0,1,0,8,10.5,2025-02-02
5,6,1,23.67,4,9,0.444,2,5,0.4,2,2,1.0,0,6,6,6,0,0,2,2,12,10.5,2025-02-02
22,1,0,34.7,5,11,0.455,1,3,0.333,0,2,0.0,1,6,7,8,2,0,3,3,11,10.4,2025-02-02
3,8,0,33.52,5,17,0.294,3,10,0.3,9,9,1.0,1,2,3,3,0,0,4,3,22,10.3,2025-02-02
5,6,1,23.32,4,8,0.5,2,4,0.5,0,0,0.0,0,0,0,5,1,0,0,1,10,10.1,2025-02-02
6,5,0,27.02,8,19,0.421,3,12,0.25,2,2,1.0,0,3,3,2,0,0,2,3,21,10.0,2025-02-02
6,5,0,21.02,5,14,0.357,1,3,0.333,3,4,0.75,1,1,2,3,2,0,1,0,14,9.9,2025-02-02
5,6,1,22.1,5,7,0.714,3,5,0.6,0,0,0.0,0,2,2,1,0,1,1,3,13,9.9,2025-02-02
